tweet_ID	sentiment
884867459685199873	0
884867329733009409	-2
884867269590908929	1
884867456107520001	1
884867395956994048	1
884867362905894912	0
884867432417943553	0
	0
	0
884867487073828864	0
884867614438281216	1
884867653696978944	1
884867684537704448	1
884867500432928768	-1
884867658616799232	0
884867533765058567	0
884867615251984384	0
884867621799297024	0
884867713893617665	0
	0
	0
884867771460444164	0
884867778108416000	0
	0
	0
884867811423776769	0
884867854654418945	1
884867787549790208	0
884867870844497922	0
884867841618567173	0
884867765613596674	0
884867800778641408	0
884867937726803968	1
884867875454025729	0
884867907364077568	1
884867905611083776	0
	0
	0
	0
	0
	0
884867930411810816	2
884867919129214978	0
884867943405936641	-1
884867888603156480	0
	0
	0
	0
884867955909165061	-1
884867948124532736	0
	0
	0
884867919037026304	1
884868028931944449	0
884868004286275585	0
884868172272324613	1
884868167243358208	0
884868109743648770	0
884868010648981504	0
884868178572185600	3
884868097349369856	0
884868174080069633	0
884868178387640320	-3
884868200609046530	2
	0
	0
	0
	0
	0
	0
